index	representative	orbit_size	orbit_words
1329	1112324132324344	16	1112324132324344,1123241323142434,1231412231423344,1213122314233444,1121223142334434,1212131423344234,1121314232432344,1213142324312434,1121323243124344,1213231421243434,1122314212334344,1213142123342434,1121321233424344,1213212334142434,1122123341423344,1211233414232434
1330	1112324132342344	16	1112324132342344,1123241323412434,1231412234123344,1213122341233444,1121223412334434,1212134123344234,1121341232432344,1213412324312434,1123123243124344,1231231421243434,1212314212334344,1123142123342434,1231421233414234,1213212334142344,1122123341423434,1211233414234234
1331	1112324132342434	16	1112324132342434,1123241323414234,1231412234132344,1213122341323444,1121223413234434,1212134132344234,1121341223432344,1213412234312434,1123122343124344,1231213421243434,1212134212334344,1121342123342434,1213421233414234,1123212334142344,1231123241423434,1211232413234344
1332	1112324132344234	16	1112324132344234,1123241323441234,1231412234312344,1213122343123444,1121223431234434,1212134312344234,1121342123432344,1213421234312434,1123212343124344,1231123421243434,1211234212334344,1112342123342434,1123421233414234,1234112324132344,1231123241323444,1211232413234434
1333	1112324132423344	16	1112324132423344,1123241324132434,1231412231324344,1213122313243444,1121223132434434,1212131324344234,1121312243432344,1213122434312434,1121223343124344,1212133421243434,1121324212334344,1213241123342434,1122311233424344,1213112324243434,1121123242334344,1211232413342434
1334	1112324132423434	16	1112324132423434,1123241324134234,1231412231342344,1213122313423444,1121223134234434,1212131342344234,1121312423432344,1213124234312434,1121232343124344,1212313421243434,1123124212334344,1231241123342434,1212311233424344,1123112324243434,1231123241434234,1211232413342344
1335	1112324132432344	16	1112324132432344,1123241324312434,1231412233124344,1213122331243444,1121223312434434,1212133124344234,1121321243432344,1213212434312434,1122123343124344,1211233421243434,1112324212334344,1123241123342434,1231411232423344,1213112324233444,1121123242334434,1211232413344234
1336	1112324132434234	16	1112324132434234,1123241324341234,1231412233412344,1213122334123444,1121223341234434,1212133412344234,1121324123432344,1213241234312434,1122312343124344,1213123421243434,1121234212334344,1212341123342434,1123411232423344,1234112324132434,1231123241324344,1211232413243434
1337	1112324134232344	16	1112324134232344,1123241342312434,1231412323124344,1213123231243444,1121232312434434,1212313124344234,1123121243432344,1231212434312434,1212123343124344,1121233421243434,1212334112434234,1123241123342344,1231411232423434,1213112324234344,1121123242343434,1211232413434234
1338	1112324134232434	16	1112324134232434,1123241342314234,1231412323142344,1213123231423444,1121232314234434,1212313142344234,1123121423432344,1231214234312434,1212132343124344,1121323421243434,1213234112434234,1122341123342344,1213411232423434,1123112324234344,1231123241342434,1211232413423344
1339	1112324134234234	16	1112324134234234,1123241342341234,1231412323412344,1213123234123444,1121232341234434,1212313412344234,1123124123432344,1231241234312434,1212312343124344,1123123421243434,1231234112434234,1212341123342344,1123411232423434,1234112324134234,1231123241342344,1211232413423434
1340	1112324212343434	16	1112324212343434,1123241123434234,1231411234232344,1213112342323444,1121123423234434,1211234231344234,1112342312432344,1123423124312434,1234121233124344,1231212331243444,1212123312434434,1121233124344234,1212331243441234,1123212434312344,1231124342123434,1211233421234344
1341	1112324231234344	16	1112324231234344,1123241312342434,1231412123423344,1213121234233444,1121212342334434,1212123413344234,1121234132432344,1212341324312434,1123412233124344,1234121321243434,1231213212434344,1212132124343434,1121321243434234,1213212434341234,1122123343412344,1211233424123434
1342	1112324231243434	16	1112324231243434,1123241312434234,1231412123342344,1213121233423444,1121212334234434,1212123341344234,1121233412432344,1212334124312434,1123241233124344,1231412321243434,1213123212434344,1121232124343434,1212311243434234,1123112434232344,1231124342312434,1211233423124344
1343	1112324231324344	16	1112324231324344,1123241312243434,1231412122334344,1213121223343444,1121212233434434,1212121334344234,1121213342432344,1212133424312434,1121324233124344,1213241321243434,1122313212434344,1213122124343434,1121221233434344,1212112334342434,1121123342423344,1211233424132434
1344	1112324231342344	16	1112324231342344,1123241312423434,1231412123234344,1213121232343444,1121212323434434,1212123134344234,1121231342432344,1212313424312434,1123124233124344,1231241321243434,1212313212434344,1123122124343434,1231211243434234,1212112334342344,1121123342423434,1211233424134234
1345	1112324231423344	16	1112324231423344,1123241314232434,1231412132324344,1213121323243444,1121213232434434,1212132314344234,1121323142432344,1213231424312434,1122314233124344,1213142321243434,1121323212434344,1213231124342434,1122311243423344,1213112434232434,1121123342324344,1211233423142434
1346	1112324231423434	16	1112324231423434,1123241314234234,1231412132342344,1213121323423444,1121213234234434,1212132341344234,1121323412432344,1213234124312434,1122341233124344,1213412321243434,1123123212434344,1231231124342434,1212311243423344,1123112434232434,1231124342314234,1211233423142344
1347	1112324233124344	8	1112324233124344,1123241321243434,1231412212334344,1213122123343444,1121221233434434,1212112334344234,1121123342432344,1211233424312434
1348	1112324233412344	16	1112324233412344,1123241324123434,1231412231234344,1213122312343444,1121223123434434,1212131234344234,1121312342432344,1213123424312434,1121234233124344,1212341321243434,1123412212334344,1234121123342434,1231211233424344,1212112334243434,1121123342434234,1211233424341234
1349	1112324234123344	16	1112324234123344,1123241341232434,1231412312324344,1213123123243444,1121231232434434,1212312314344234,1123123142432344,1231231424312434,1212314233124344,1123142321243434,1231423112434234,1213231124342344,1122311243423434,1213112434234234,1121123342342344,1211233423412434
1350	1112324234123434	16	1112324234123434,1123241341234234,1231412312342344,1213123123423444,1121231234234434,1212312341344234,1123123412432344,1231234124312434,1212341233124344,1123412321243434,1234123112434234,1231231124342344,1212311243423434,1123112434234234,1231124342341234,1211233423412344
1351	1112324234132344	16	1112324234132344,1123241341223434,1231412312234344,1213123122343444,1121231223434434,1212312134344234,1123121342432344,1231213424312434,1212134233124344,1121342321243434,1213423112434234,1123231124342344,1231211243423434,1212112334234344,1121123342342434,1211233423414234
1352	1112324234312344	16	1112324234312344,1123241342123434,1231412321234344,1213123212343444,1121232123434434,1212311234344234,1123112342432344,1231123424312434,1211234233124344,1112342321243434,1123423112434234,1234121123342344,1231211233423444,1212112334234434,1121123342344234,1211233423441234
1353	1112324312342344	16	1112324312342344,1123243123412434,1231421234123344,1213212341233444,1122123412334434,1211234123344234,1112341232432344,1123412324312434,1234123142123344,1231231421233444,1212314212334434,1123142123344234,1231421233441234,1213212334412344,1122123344123434,1211233441234234
1354	1112324312342434	16	1112324312342434,1123243123414234,1231421234132344,1213212341323444,1122123413234434,1211234132344234,1112341223432344,1123412234312434,1234121342123344,1231213421233444,1212134212334434,1121342123344234,1213421233441234,1123212334412344,1231123244123434,1211232431234344
1355	1112324312344234	16	1112324312344234,1123243123441234,1231421234312344,1213212343123444,1122123431234434,1211234312344234,1112342123432344,1123421234312434,1234112342123344,1231123421233444,1211234212334434,1112342123344234,1123421233441234,1234112324312344,1231123243123444,1211232431234434
1356	1112324341223344	16	1112324341223344,1123243412132434,1231423121324344,1213231213243444,1122312132434434,1213121324344234,1121213243432344,1212132434312434,1121324342123344,1213243411232434,1122334112324344,1213241123243434,1122311232434344,1213112324342434,1121123243423344,1211232434132434
1357	1112324341223434	16	1112324341223434,1123243412134234,1231423121342344,1213231213423444,1122312134234434,1213121342344234,1121213423432344,1212134234312434,1121342342123344,1213423411232434,1123234112324344,1231241123243434,1212311232434344,1123112324342434,1231123243414234,1211232434132344
1358	1112324341232344	16	1112324341232344,1123243412312434,1231423123124344,1213231231243444,1122312312434434,1213123124344234,1121231243432344,1212312434312434,1123124342123344,1231243411232434,1212334112324344,1123241123243434,1231411232434234,1213112324342344,1121123243423434,1211232434134234
1359	1112324341232434	16	1112324341232434,1123243412314234,1231423123142344,1213231231423444,1122312314234434,1213123142344234,1121231423432344,1212314234312434,1123142342123344,1231423411232434,1213234112324344,1122341123243434,1213411232434234,1123112324342344,1231123243412434,1211232434123344
1360	1112324341234234	16	1112324341234234,1123243412341234,1231423123412344,1213231234123444,1122312341234434,1213123412344234,1121234123432344,1212341234312434,1123412342123344,1234123411232434,1231234112324344,1212341123243434,1123411232434234,1234112324341234,1231123243412344,1211232434123434
1361	1112324342123344	8	1112324342123344,1123243411232434,1231423112324344,1213231123243444,1122311232434434,1213112324344234,1121123243432344,1211232434312434
1362	1112324342123434	16	1112324342123434,1123243411234234,1231423112342344,1213231123423444,1122311234234434,1213112342344234,1121123423432344,1211234234312434,1112342342123344,1123423411232434,1234123112324344,1231231123243444,1212311232434434,1123112324344234,1231123243441234,1211232434312344
1363	1112324342312344	16	1112324342312344,1123243412123434,1231423121234344,1213231212343444,1122312123434434,1213121234344234,1121212343432344,1212123434312434,1121234342123344,1212343411232434,1123423112324344,1234121123243434,1231211232434344,1212112324343434,1121123243434234,1211232434341234
1364	1112341223234344	16	1112341223234344,1123412231342434,1234121312423344,1231213124233444,1212131242334434,1121312423344234,1213124233441234,1121232334412344,1212313244123434,1123122431234344,1231214312342434,1212133123424344,1121321234243434,1213212341434234,1122123413342344,1211234132423434
1365	1112341223243434	16	1112341223243434,1123412231434234,1234121314232344,1231213142323444,1212131423234434,1121314232344234,1213142323441234,1121323234412344,1213231244123434,1122312431234344,1213124312342434,1121233123424344,1212331234142434,1123212341423344,1231123414232434,1211234132324344
1366	1112341223342344	16	1112341223342344,1123412233412434,1234121324123344,1231213241233444,1212132412334434,1121324123344234,1213241233441234,1122312334412344,1213123244123434,1121232431234344,1212314312342434,1123142123423344,1231421234132434,1213212341324344,1122123413243434,1211234132434234
1367	1112341223342434	16	1112341223342434,1123412233414234,1234121324132344,1231213241323444,1212132413234434,1121324132344234,1213241323441234,1122313234412344,1213122344123434,1121223431234344,1212134312342434,1121342123423344,1213421234132434,1123212341324344,1231123412243434,1211234122334344
1368	1112341223344234	16	1112341223344234,1123412233441234,1234121324312344,1231213243123444,1212132431234434,1121324312344234,1213243123441234,1122331234412344,1213212344123434,1122123431234344,1211234312342434,1112342123423344,1123421234132434,1234112341223344,1231123412233444,1211234122334434
1369	1112341223423344	16	1112341223423344,1123412234132434,1234121341223344,1231213412233444,1212134122334434,1121341223344234,1213412233441234,1123122334412344,1231213244123434,1212132431234344,1121324312342434,1213243123414234,1122331234142344,1213212341423434,1122123413234344,1211234132342434
